,CH1,CH2
Second,Volt,Volt
2.11200e-02,-8.00e-01,-2.40e-03, 
2.11600e-02,-4.00e-01,-5.60e-03, 
2.12000e-02,-8.00e-01,-2.40e-03, 
2.12400e-02,0.00e+00,-5.60e-03, 
2.12800e-02,-8.00e-01,-8.80e-03, 
2.13200e-02,-4.00e-01,8.00e-04, 
2.13600e-02,-4.00e-01,-5.60e-03, 
2.14000e-02,-8.00e-01,8.00e-04, 
2.14400e-02,-4.00e-01,0.00e+00, 
2.14800e-02,-8.00e-01,-8.00e-03, 
2.15200e-02,-8.00e-01,-6.40e-03, 
2.15600e-02,-4.00e-01,2.40e-03, 
2.16000e-02,-4.00e-01,8.00e-04, 
2.16400e-02,-8.00e-01,-9.60e-03, 
2.16800e-02,0.00e+00,1.60e-03, 
2.17200e-02,-8.00e-01,-5.60e-03, 
2.17600e-02,-8.00e-01,-5.60e-03, 
2.18000e-02,0.00e+00,8.00e-04, 
2.18400e-02,-4.00e-01,-6.40e-03, 
2.18800e-02,0.00e+00,-1.60e-03, 
2.19200e-02,-4.00e-01,-5.60e-03, 
2.19600e-02,0.00e+00,8.00e-04, 
2.20000e-02,0.00e+00,1.60e-03, 
2.20400e-02,-4.00e-01,-7.20e-03, 
2.20800e-02,4.00e-01,0.00e+00, 
2.21200e-02,-4.00e-01,-8.00e-03, 
2.21600e-02,0.00e+00,8.00e-04, 
2.22000e-02,0.00e+00,-5.60e-03, 
2.22400e-02,0.00e+00,-8.00e-04, 
2.22800e-02,-4.00e-01,-7.20e-03, 
2.23200e-02,0.00e+00,-8.00e-03, 
2.23600e-02,0.00e+00,2.40e-03, 
2.24000e-02,4.00e-01,1.60e-03, 
2.24400e-02,0.00e+00,-8.80e-03, 
2.24800e-02,0.00e+00,4.00e-03, 
2.25200e-02,4.00e-01,-4.80e-03, 
2.25600e-02,4.00e-01,-8.80e-03, 
2.26000e-02,0.00e+00,-1.60e-03, 
2.26400e-02,0.00e+00,8.00e-04, 
2.26800e-02,4.00e-01,-7.20e-03, 
2.27200e-02,4.00e-01,8.00e-04, 
2.27600e-02,0.00e+00,-6.40e-03, 
2.28000e-02,0.00e+00,-7.20e-03, 
2.28400e-02,8.00e-01,0.00e+00, 
2.28800e-02,4.00e-01,1.60e-03, 
2.29200e-02,0.00e+00,-7.20e-03, 
2.29600e-02,4.00e-01,8.00e-04, 
2.30000e-02,0.00e+00,-4.00e-03, 
