time	V(n004)	V(n006)
9.525000000062178e-003	2.107649e-003	8.510850e-002
9.545000000062309e-003	9.665892e-004	1.123800e-001
9.565000000062440e-003	-2.004268e-004	1.377281e-001
9.585000000062571e-003	-1.371279e-003	1.608024e-001
9.605000000062702e-003	-2.523166e-003	1.812981e-001
9.625000000062833e-003	-3.633249e-003	1.989567e-001
9.645000000062964e-003	-4.679349e-003	2.135652e-001
9.665000000063095e-003	-5.640649e-003	2.249546e-001
9.685000000063226e-003	-6.498366e-003	2.329969e-001
9.705000000063357e-003	-7.236348e-003	2.376031e-001
9.725000000063488e-003	-7.841559e-003	2.387208e-001
9.745000000063619e-003	-8.304409e-003	2.363330e-001
9.765000000063751e-003	-8.618923e-003	2.304583e-001
9.785000000063882e-003	-8.782734e-003	2.211522e-001
9.805000000064013e-003	-8.796914e-003	2.085091e-001
9.825000000064144e-003	-8.665659e-003	1.926654e-001
9.845000000064275e-003	-8.395864e-003	1.738026e-001
9.865000000064406e-003	-7.996648e-003	1.521505e-001
9.885000000064537e-003	-7.478832e-003	1.279881e-001
9.905000000064668e-003	-6.854461e-003	1.016444e-001
9.925000000064799e-003	-6.136351e-003	7.349639e-002
9.945000000064930e-003	-5.337730e-003	4.396492e-002
9.955000000064995e-003	-4.912402e-003	2.882257e-002
9.965000000065061e-003	-4.471951e-003	1.350905e-002
9.975000000065126e-003	-4.018035e-003	-1.913614e-003
9.995000000065257e-003	-3.077408e-003	-3.284388e-002
1.000000000000023e-002	-2.837032e-003	-4.055888e-002
