,CH1,CH2
Second,Volt,Volt
3.86000e-03,4.00e-01,-8.00e-03, 
3.87000e-03,-4.00e-01,-1.60e-03, 
3.88000e-03,-4.00e-01,-1.60e-03, 
3.89000e-03,0.00e+00,-8.00e-03, 
3.90000e-03,-4.00e-01,-9.60e-03, 
3.91000e-03,8.00e-01,8.00e-04, 
3.92000e-03,4.00e-01,-8.00e-03, 
3.93000e-03,-8.00e-01,0.00e+00, 
3.94000e-03,-4.00e-01,-8.00e-04, 
3.95000e-03,0.00e+00,-8.80e-03, 
3.96000e-03,-4.00e-01,-7.20e-03, 
3.97000e-03,4.00e-01,2.40e-03, 
3.98000e-03,4.00e-01,-1.60e-03, 
3.99000e-03,-4.00e-01,-8.00e-03, 
4.00000e-03,-4.00e-01,-8.80e-03, 
4.01000e-03,-4.00e-01,1.60e-03, 
4.02000e-03,-4.00e-01,-7.20e-03, 
4.03000e-03,4.00e-01,8.00e-04, 
4.04000e-03,4.00e-01,0.00e+00, 
4.05000e-03,-4.00e-01,-8.00e-03, 
4.06000e-03,-4.00e-01,0.00e+00, 
4.07000e-03,0.00e+00,-7.20e-03, 
4.08000e-03,-4.00e-01,-8.80e-03, 
4.09000e-03,4.00e-01,-1.60e-03, 
4.10000e-03,0.00e+00,-8.00e-03, 
4.11000e-03,4.00e-01,-1.60e-03, 
4.12000e-03,4.00e-01,-2.40e-03, 
4.13000e-03,-4.00e-01,-7.20e-03, 
4.14000e-03,0.00e+00,-1.20e-02, 
4.15000e-03,-4.00e-01,-2.40e-03, 
4.16000e-03,4.00e-01,-1.60e-03, 
4.17000e-03,0.00e+00,-1.12e-02, 
4.18000e-03,0.00e+00,-8.80e-03, 
4.19000e-03,-8.00e-01,0.00e+00, 
4.20000e-03,4.00e-01,0.00e+00, 
4.21000e-03,-8.00e-01,-1.20e-02, 
4.22000e-03,0.00e+00,-1.04e-02, 
4.23000e-03,8.00e-01,-1.60e-03, 
4.24000e-03,-4.00e-01,-8.80e-03, 
4.25000e-03,0.00e+00,-1.60e-03, 
4.26000e-03,0.00e+00,-8.00e-04, 
4.27000e-03,-4.00e-01,-1.12e-02, 
4.28000e-03,0.00e+00,-7.20e-03, 
4.29000e-03,4.00e-01,3.20e-03, 
4.30000e-03,4.00e-01,8.00e-04, 
4.31000e-03,-4.00e-01,-8.00e-03, 
4.32000e-03,-4.00e-01,3.20e-03, 
4.33000e-03,0.00e+00,-7.20e-03, 
4.34000e-03,-8.00e-01,8.00e-04, 
4.35000e-03,4.00e-01,-7.20e-03, 
4.36000e-03,8.00e-01,0.00e+00, 
4.37000e-03,0.00e+00,-9.60e-03, 
4.38000e-03,0.00e+00,-7.20e-03, 
4.39000e-03,-8.00e-01,8.00e-04, 
4.40000e-03,-4.00e-01,0.00e+00, 
4.41000e-03,8.00e-01,-8.00e-03, 
4.42000e-03,4.00e-01,-8.00e-03, 
4.43000e-03,-4.00e-01,3.20e-03, 
